Filter data from properties
3014486352
1401885350
3013851355
3023277787
3014845877
3015828079
1401705504
1401849995
3023380829
3021140062
3001903080
3018840930
3022069551
3019001219
2200308175
3019507696
3019917508
3020172444
3019693055
3021001339
3003799515
3019739952
3022729417
2000521699
3020891649
3017887141
3013021168
3019696837
3019921651
3021059640
3014794811
3019756781
1401764970
2000778279
3021761127
3019312577
1401438507
3021209397
3019212766
3004126815
3019597784
1600390868
3016128482
3019490199
3023177303
3008116471
3000982684
3019856553
3019195374
3021721855
3022553459
3015605164
3014463695
3020066200
3020341851
3022985605
3017826533
3015885762
1400989808
3001366358
3000825743
3000845956
3020408277
3022759952
200159459
3014264756
3020118106
3019022269
3022158378
3018237706
2000023288
2000284357
3019676278
3022569135
3022219871
3016375988
1400172304
3017722094
3021163509
3021583628
3020213357
3019468722
3013708276
3014167741
1401130092
3017954647
3019695037
3020926679
800345001
3023222777
3006385786
200150273
3022767197
400551007
3022781188
2000753776
3009036034
3019964118
3019215550
3015915857
3021336133
3014152120
3021519618
3020024534
3021295622
3022511715
3023364015
3020468130
3001432872
1600159638
400583147
3010451792
3018417801
3020576674
3019388120
3014666133
3000520242
1400962076
3019356588
1200518024
3008906787
3022225236
2000277737
3021176017
3022555461
3019991249
3020903215
3003004326
3021589290
3017272522
3019680403
3005604258
3021601087
3021747126
3021224274
3014358024
3018902288
3000744863
400578308
3022380282
CLOS : 
3014942070
3013919632
2000238272
3013924799
300137694
3013922593
800225618
1401118445
3013929514
3013921284
3013925324
3013083134
2200280082
400174609
1400966993
3013925118
2000536648
3006834215
1100167901
3000298598
3013929191
3013920506
1200599178
2200200692
1400565203
1200299304
300072030
3013917321
400309891
3004228132
1200592700
800164513
3015052424
3013863886
3013927212
1401364079
1400938269
1401290963
1401791603
3003380867
1401316386
3016534451
400081642
1401043411
3013920995
800180672
3013924934
2200271234
3013921650
1600457235
3013922441
1401551601
300000092
1400729833
3015167842
300000088
2000528007
3013929547
3013922619
1401090669
800287351
1200080903
400318268
400142998
1400877123
3014703242
3013027731
300000093
3013918564
3004819856
2000124777
2000498057
2200313670
3013925143
3013928880
1400189747
3014867944
3018851595
3013922991
1200080114
200019737
300162569
1400153679
1600283932
3011776272
1400561153
3011763269
1600204666
3013916941
3013922979
1200037984
3000621359
3013927608
3013927139
3014434818
3013921647
800020211
3013916650
3013917223
2200036140
3013919731
3013916870
2000698879
3013924780
1200516406
3013918578
3013960992
1400272903
3011320391
1600438852
2200221424
800261977
3013919658
3013979743
2200187453
3013919818
3013927731
1400650148
3013927735
1600191319
3014801573
3003691828
800246291
3013927159
300070905
1600351943
3013924858
1401865969
400060108
3013927733
3013838559
3014832291
2000132145
300131249
3000715879
3013924633
3013923070
3001325804
3012355421
3010114598
3013927058
2000538326
2000492252
3013929227
3013925759
3013927210
3014822048
300023761
2000370806
1401694488
2000269315
3013924865
2000228009
300076983
3013928955
1200051171
3013916669
3017167862
1400992073
1200219577
1200414753
1400679657
3013961910
1200089771
3003701263
300000087
400275694
3001326834
2000239405
400126828
3013929242
3013926375
3013919640
1401161619
3013979758
1401079917
3013928960
400472833
300013989
300103007
3013962058
1600264632
1600428393
3013915393
3014424389
3013926342
400400025
1400449543
400494728
3013929224
3013922812
3014291013
300066396
1200080115
3013976990
2000719474
3012460048
1200546686
300114882
3013924578
3012173282
400090227
3013919999
300087020
3013921395
3013921577
1400292119
2000326493
3003764651
2000108312
1200602981
3013929185
3013919362
300132645
200018606
3016108899
3014324723
800208674
1401027378
3013925712
3002182942
300030249
300121070
2000302756
3013925679
1600459981
3013985629
1401022472
3013922141
1401868869
3013921401
3014757884
1200129518
2000050715
3002858875
3013929182
3013925252
3013916882
3013928959
3013916684
200023789
3001737519
400324086
3013961013
3015101352
1600184627
1400770627
3015746493
1400885750
400272021
3013927710
2000076584
3014635228
3013923006
3013919708
3013140708
300107899
1600176687
1200155074
1401069856
300005161
300035845
3006158108
3013923073
400139131
1401503836
3014744242
3013921808
800257018
1401487267
3019426442
3016833275
3013918781
3013930101
3013925368
2000263687
1200190277
1500001067
3013927769
200049665
200039462
3013918858
3014890210
3001832001
1400678183
3013927442
2000412759
3000855328
2000312695
3013922442
3013978426
3013918527
3013927827
3006206016
3013927241
3013936432
3000961019
