Filter data from properties
BOTH : 
3011334282
3017479447
1401694873
3013921042
3017870929
3013921667
3013927613
3016115585
200138545
3013927268
3013925680
1100179314
1401458831
3014466145
1401533466
3016716621
1401688659
3016376383
3014549500
3013851514
3013927595
3013929223
3008866092
1600279847
3013927675
3014773772
800228947
2000610523
2000218303
3014122891
3013915810
1200271821
3015080740
3017334337
2000750457
3013926387
400353974
3013926425
3013916867
1700001672
3015160033
1401866813
2200304071
1300040646
3013113377
2200281691
2000391127
3013922730
3013919698
3014721685
400445150
3020672392
3014382001
3013925751
800352078
3013927781
3012494199
3001213233
3017676796
3014249702
400321057
3014661841
3014217946
800350718
2000212817
3022061215
3013914853
3013918568
3005225871
1401191125
3013928941
3013922590
3015553237
3016048739
3000590152
1401601911
2200151576
3014718884
1200137196
3013922115
3013929222
1401547769
3013926052
3013927704
3013921851
1600464458
1200226983
3016315298
3003224697
2000183218
1400928992
400440107
3013925209
3013920859
1401533717
3015083683
2000552101
1401063379
3013927742
1401382188
3014868993
3013925340
3013921057
1401379838
1401599905
3013929169
1401556869
3013925339
2000636116
3013918489
3014384991
3013926077
3002733055
3013927747
1400282813
3012632204
3013929340
3013922792
3013922763
3009040873
3000754932
800167736
3013927331
3013921587
800291526
3013929214
3013931620
1400532591
3016396267
1600324230
300033510
3013925742
3013926168
3013918902
3014149057
200161143
3013924541
3013923443
3013929541
3013929332
3013915467
1400439590
3000480359
3013919278
3013916680
3014948110
3013568699
200090063
1600245267
800137657
3015105577
800319883
3013926768
3014825185
800206716
3016071190
3014743309
2000509294
3013929183
3013923285
3013979709
3013923592
1400574081
3016868836
3001326062
3013927094
400563734
1401623444
3014710812
3013920294
3014635148
3013921078
3013929175
3013920129
800067603
3017862873
3000279786
1200192250
3002699309
3013925070
3013917206
3014732063
CMS : 
3014174548
3021408574
3020545371
1200350315
3019832801
400428994
3022115534
3021391586
2000397015
3014514002
3012792465
1401458317
1401637621
3019915799
3020005817
3023125324
3023285958
3014843666
3019824477
3019517258
3002604914
3019630320
3019515516
3019400224
1400860849
3019826626
3021139461
3022509075
3013233110
3014592891
3003497395
2000697375
3000057259
1401859058
300067300
3016010109
3021549685
3020117312
3001777123
3019638542
3000230157
3007687578
3022789380
2000559272
1400759437
3022222454
3000003012
2200231697
3001689911
3000541656
3023763635
3022224376
3020451085
3015952056
1401858794
3019217223
1200455825
3019483822
3005413484
1600482645
3019852400
3022179922
3015650453
3019907393
3020960378
3000498471
800102720
400469481
3023911740
1200418580
800249380
3020074619
3015914115
200117674
400505962
400493911
3020232504
3011623914
2000702730
3014233306
3021107634
3020942495
1401349545
3019983303
3019398846
3007811374
1401884359
3003424580
3012064028
3019156525
3021152888
3019544545
